method,mae,rmse,mape,r2,time
ivf_rf,7.16487469624446,11.401359680842834,6.0804754753623715,0.8908137791467422,2.2377898693084717
swf_rf,7.1430703414164265,11.359702124245262,6.5676787683906,0.8916101967528769,1.9952459335327148
owf_rf,7.1435364471247675,11.360206658407089,6.5674870617759105,0.8916005684065762,2.1420652866363525
mrf_rf,7.144846669122462,11.361739384718055,6.568294533446665,0.8915713157927463,2.8278043270111084
xgb,7.779077152503924,11.998069447663665,2.4559697346083724,0.8774896167319388,0.3632936477661133
rf,7.513610271407788,11.8419763195964,1.8005671511116597,0.8806565654020677,9.5367431640625e-07
xt,9.124033351809244,13.553868887603187,2.2982258683791223,0.8436576210082875,4.76837158203125e-07
ivf_rf,7.541978593433981,11.892169324138047,1.717587694372883,0.879642731167784,2.2185819149017334
swf_rf,7.511620344513731,11.840105841243881,1.799664531726388,0.8806942637853463,2.01997709274292
owf_rf,7.511915176936498,11.840507445080153,1.800097862510905,0.8806861701999367,2.092144012451172
mrf_rf,7.487029368665128,11.818190620683433,1.8051451321231167,0.8811355084541621,2.8269455432891846
xgb,7.590601854312415,11.514654567105417,12.080980320506479,0.8869831611796004,0.24044227600097656
rf,7.239453084223226,11.361783486549585,13.589568440501997,0.8899641137576193,1.430511474609375e-06
xt,8.780494390911295,13.083368646737732,15.055939841964898,0.8540915362536803,7.152557373046875e-07
ivf_rf,7.262639931751543,11.395233078484479,12.867443138769861,0.8893152590239487,2.2108495235443115
swf_rf,7.237867204926814,11.360076506477869,13.581043149469927,0.88999717458044,2.009657382965088
owf_rf,7.237898438888273,11.360210629347055,13.584212206565224,0.8899945770659512,2.106602907180786
mrf_rf,7.235297901647114,11.355895247475239,13.50883423759084,0.8900781362989253,2.7722158432006836
xgb,7.527425353909822,11.730295902665631,10.851560990340342,0.8853145989648155,0.22086238861083984
rf,7.154145506539736,11.600571776743806,8.08911744593521,0.8878371609471505,9.5367431640625e-07
xt,8.81238773297449,13.25558236788199,7.344251598907557,0.8535505220634594,4.76837158203125e-07
ivf_rf,7.153851057772602,11.62757414487724,8.642601166147845,0.8873143958281511,2.224425792694092
swf_rf,7.152103086145987,11.597847976931872,8.08777347711633,0.8878898261535242,2.0185015201568604
owf_rf,7.152647845739825,11.598353057219573,8.090449182945134,0.8878800612605957,2.13425612449646
mrf_rf,7.117300993296098,11.563709537948307,8.005475598424606,0.8885488507465442,2.8312556743621826
xgb,7.367314481388017,11.339964490874815,7.966345317082495,0.8903346714943661,0.284984827041626
rf,7.029615021051009,11.153101464382944,9.26925772314328,0.8939190840495885,4.76837158203125e-07
xt,8.600556140530228,12.907607394430899,8.008390781937555,0.8579185276394585,1.1920928955078125e-06
ivf_rf,7.040156701223935,11.155231944990284,8.280526458777047,0.8938785527371648,2.2037289142608643
swf_rf,7.028278369331553,11.151921759770001,9.267161272904016,0.8939415240009891,1.9928898811340332
owf_rf,7.028405676675249,11.15218031278532,9.268422352428995,0.8939366060940594,2.1214981079101562
mrf_rf,7.013689965291045,11.120266704431472,9.443963871709553,0.8945427696195708,2.770265817642212
xgb,7.506240886628869,11.618167434437046,17.924424038064487,0.8844712350228667,0.22907781600952148
rf,7.169793531766468,11.49480701826512,15.33755228296537,0.8869115536437258,4.76837158203125e-07
xt,8.854661489431026,13.293015266435221,20.882763584075455,0.8487616691022781,9.5367431640625e-07
ivf_rf,7.180972267054423,11.534624621020475,14.989662399288976,0.8861267279763495,2.220912218093872
swf_rf,7.168159407596972,11.49332307477035,15.338578904629811,0.8869407504856949,2.0007917881011963
owf_rf,7.168506444365422,11.493505962701182,15.341902708151075,0.8869371523380427,2.1066181659698486
mrf_rf,7.161890621420852,11.499755920955714,15.149897411563444,0.8868141558896573,2.808044672012329
xgb,7.539356978222852,11.622312854657526,6.123020609353144,0.8818289942799646,0.20473456382751465
rf,7.1741571312755665,11.408773020835001,4.794824039300542,0.8861314768855596,7.152557373046875e-07
xt,8.835952790104344,13.286028868821132,6.467443151720692,0.8455755043323292,4.76837158203125e-07
ivf_rf,7.1670760574166525,11.419258293025065,4.71229851566498,0.8859220781877293,2.211604356765747
swf_rf,7.1726730678682245,11.407049751187369,4.7938959273105315,0.8861658734590708,2.066626787185669
owf_rf,7.1726347133072546,11.406862868299152,4.793410732267276,0.8861696033413007,2.2923643589019775
mrf_rf,7.16385066543304,11.384756980586783,4.9158397517412,0.8866103702282865,2.7633864879608154
xgb,7.536416752692657,11.843525670015884,2.9786107997956037,0.8793590053045889,0.2299659252166748
