method,mae,rmse,mape,r2,time
mrf_rf,2983.0205844670413,14108.521482865273,1.6066736657081442,0.018854545731151195,4.708117723464966
xgb,3181.354051385736,11689.036715417973,1.9834255420604257,0.002978802864601504,0.09387350082397461
rf,3040.726497417506,11579.413962056873,1.772818439607803,0.021591748934222554,4.76837158203125e-07
xt,3056.2587661495786,11597.244022111461,1.8218246646680947,0.01857630981853753,9.5367431640625e-07
ivf_rf,3036.5359019127754,11579.363812107162,1.768050967487589,0.02160022380497062,4.389090299606323
swf_rf,3039.7715192809765,11579.326443478234,1.7716448982418944,0.021606538728619173,3.784623861312866
owf_rf,3039.697038645674,11579.256556908656,1.7714551358215587,0.021618348803530862,3.7186388969421387
mrf_rf,3021.58799540693,11573.629321143788,1.74873772950195,0.02256905689131672,7.202594995498657
xgb,3200.39467812234,11545.185197002493,1.8389600760611948,0.0029162375355120673,0.10306835174560547
rf,3087.456010341358,11407.208320605609,1.6452940080686702,0.026606186562957657,7.152557373046875e-07
xt,3124.3717891332076,11448.8678637194,1.7180926412711468,0.019483464241459858,4.76837158203125e-07
ivf_rf,3083.8951463339686,11407.237080577554,1.6412130969404348,0.026601278295611208,3.4390170574188232
swf_rf,3086.540020715045,11407.287237855979,1.6442638810341745,0.02659271826697407,3.031566858291626
owf_rf,3086.5042640469096,11407.370881117191,1.6440753045278689,0.026578443311617073,2.7932755947113037
mrf_rf,3065.990721691433,11415.082824319697,1.6060528571184094,0.025261836816323213,4.329928398132324
xgb,3042.6707967353327,9973.992987143845,1.8130232943081874,0.0034647521639736834,0.09387326240539551
rf,2938.6240771559965,9878.891074448411,1.6098170774696436,0.022378056259552914,1.430511474609375e-06
xt,2948.5389231926333,9881.250394807164,1.6719220071343914,0.021911040525764647,9.5367431640625e-07
ivf_rf,2935.461525928869,9877.726832145965,1.6061014836474363,0.02260847114022846,3.519357681274414
swf_rf,2937.6412928030413,9878.754711703259,1.6088491828173839,0.022405045177820715,3.163557767868042
owf_rf,2937.6131071484297,9878.778494327136,1.6089417217119824,0.02240033814707032,2.9927237033843994
mrf_rf,2914.322273729798,9887.195557457937,1.5755922796295947,0.020733730566569242,4.620227575302124
xgb,3093.3244159653746,11410.382246348237,1.8814512631746398,0.003133528130855101,0.09691095352172852
rf,2947.779358860696,11248.276190612867,1.6313993427574667,0.03125707126112531,4.76837158203125e-07
xt,2974.8420522312717,11301.964764122355,1.7032818959113818,0.021987286413405083,7.152557373046875e-07
ivf_rf,2944.7842404874214,11249.1010456356,1.6284663207725976,0.031114986953160284,3.409130811691284
swf_rf,2946.778060283993,11248.232681200423,1.6304818720630385,0.03126456562797841,3.161381244659424
owf_rf,2946.946621181427,11248.513594452403,1.6306523813951206,0.03121617864542159,2.822521448135376
mrf_rf,2916.352163397101,11266.175191232838,1.5950614328535377,0.02817156271005261,4.468859910964966
xgb,3094.754349668986,8831.283070732226,1.965562998590694,0.004594552615327152,0.10663914680480957
rf,2980.640876853065,8694.238054293925,1.7247321968810878,0.03524851287580688,7.152557373046875e-07
xt,3013.956631766739,8731.475423575092,1.8157196063288732,0.02696676580775126,7.152557373046875e-07
