method,accuracy,f1_score,prauc,roc,aps,precision,recall,elapsed
swf_rf,0.852112676056338,0.5834473324213406,0.6283742861230384,0.9406641929958666,0.6289281039033261,0.4273547094188377,0.9191810344827587,2.6392033100128174
owf_rf,0.8522340942204953,0.5836469380773178,0.6283395339435316,0.9406649302606496,0.6288936783243947,0.42756892230576443,0.9191810344827587,2.3603556156158447
mrf_rf,0.8556338028169014,0.5926687221651251,0.6469396286181281,0.9464966946945247,0.6473816867960837,0.4344550477147162,0.9321120689655172,26.28603434562683
xgb,0.9122146673142302,0.5338491295938105,0.6515753881192919,0.9464423582800143,0.6520335161872456,0.6645264847512039,0.44612068965517243,0.11545586585998535
rf,0.8499271491015056,0.5775803144224196,0.6176905134022477,0.9362214354132458,0.6180803276900257,0.42292292292292294,0.9105603448275862,0.8059852123260498
xt,0.8530840213695969,0.5148356054530875,0.5278183396417103,0.8938545146556442,0.5286890239206817,0.4099616858237548,0.6918103448275862,0.7759242057800293
ivf_rf,0.8499271491015056,0.5772913816689466,0.6187214382684388,0.9365859391219825,0.6191076492670327,0.4228456913827655,0.9094827586206896,11.248528957366943
swf_rf,0.8496843127731909,0.5768967874231032,0.6180437301524746,0.9363424942906216,0.61843349962437,0.42242242242242245,0.9094827586206896,2.6245670318603516
owf_rf,0.8496843127731909,0.5768967874231032,0.618050704809607,0.9363444111790574,0.618440476843792,0.42242242242242245,0.9094827586206896,2.36799955368042
mrf_rf,0.8478630403108305,0.5810765630224004,0.6398862818508281,0.9439955976445275,0.6402662984102075,0.4212312166747455,0.9364224137931034,26.3890643119812
xgb,0.9133074307916464,0.5393548387096774,0.657803809458668,0.9470697706103846,0.6581337718412656,0.6720257234726688,0.4504310344827586,0.11570930480957031
rf,0.8518698397280233,0.5778546712802768,0.6289467495733956,0.9372267696714041,0.6292560704558348,0.4255861365953109,0.8997844827586207,0.9185903072357178
xt,0.8525983487129675,0.5073051948051949,0.5424543421672595,0.89300857704358,0.5429114948221166,0.4069010416666667,0.6734913793103449,0.743074893951416
ivf_rf,0.8525983487129675,0.579639889196676,0.6300131574003074,0.937599088386841,0.6303219961569504,0.4270408163265306,0.9019396551724138,11.260270595550537
swf_rf,0.8522340942204953,0.5790383950190245,0.6292945369858133,0.9373752547987089,0.6296047760378392,0.4263881813550688,0.9019396551724138,2.634187698364258
owf_rf,0.8522340942204953,0.5790383950190245,0.6293017137206868,0.937377171687145,0.6296119535086337,0.4263881813550688,0.9019396551724138,2.3903255462646484
mrf_rf,0.8559980573093735,0.59131633356306,0.6509425144055673,0.945030275041051,0.6512440311028929,0.43465045592705165,0.9245689655172413,26.82290482521057
xgb,0.9119718309859155,0.5024021962937544,0.6580735670727882,0.9459303278881906,0.6584077623215301,0.6918714555765595,0.39439655172413796,0.19881582260131836
rf,0.8528411850412821,0.5809128630705394,0.6109909974944199,0.9342283137987656,0.6113765035772288,0.42769857433808556,0.9051724137931034,0.814094066619873
xt,0.852112676056338,0.5020441537203597,0.5292488910944515,0.8961099550799313,0.5296215583126243,0.4044795783926219,0.6616379310344828,0.7735638618469238
ivf_rf,0.8530840213695969,0.5813148788927336,0.6119630465527349,0.9345075896985826,0.612348210111894,0.42813455657492355,0.9051724137931034,11.460514068603516
swf_rf,0.8529626032054395,0.5811138014527845,0.6114467346142174,0.9343791581733762,0.6118320066367677,0.42791645440652065,0.9051724137931034,2.6220741271972656
owf_rf,0.8529626032054395,0.5811138014527845,0.6114173702543105,0.9343796005322462,0.6118029691817685,0.42791645440652065,0.9051724137931034,2.3269639015197754
mrf_rf,0.8540553666828558,0.5875085792724777,0.6351061451821228,0.9416863368910783,0.6355168433424376,0.4310171198388721,0.9224137931034483,27.418476581573486
xgb,0.9130645944633318,0.4964838255977497,0.6646595067989757,0.9478899039550421,0.6649918505617702,0.7145748987854251,0.38038793103448276,0.5255413055419922
rf,0.8553909664885867,0.5842931937172775,0.6305260985410786,0.94012097630372,0.6310627474383877,0.4321115126484254,0.9019396551724138,0.7792379856109619
xt,0.8580621661000486,0.5291985501409584,0.5528361779747408,0.9043966637883848,0.5532145139216076,0.422508038585209,0.7079741379310345,0.7334423065185547
ivf_rf,0.855512384652744,0.5844972067039106,0.631187128411543,0.9403834425664835,0.631725432064941,0.43233471074380164,0.9019396551724138,11.406364440917969
swf_rf,0.8552695483244294,0.5840893230983949,0.6307694676644666,0.9402119547779476,0.6313062520811659,0.43188854489164086,0.9019396551724138,2.73193097114563
owf_rf,0.855148130160272,0.5838855946982909,0.6307757297230063,0.9402171156314291,0.6313125523096876,0.43166580711707064,0.9019396551724138,2.410015106201172
mrf_rf,0.8570908207867897,0.5965032567706547,0.6425144375683105,0.9451662266670443,0.6430124601121849,0.4374057315233786,0.9375,26.788763284683228
