method,accuracy,f1_micro,f1_macro,elapsed
swf_rf,0.41645244215938304,0.41645244215938304,0.16134821890305112,0.31308627128601074
owf_rf,0.4190231362467866,0.4190231362467866,0.16288473431330575,0.3638467788696289
mrf_rf,0.7480719794344473,0.7480719794344473,0.7928268675297537,2.8061141967773438
xgb,0.7737789203084833,0.7737789203084833,0.7801159318675845,0.12900972366333008
rf,0.7686375321336761,0.768637532133676,0.8188968014581051,0.25903940200805664
xt,0.7326478149100257,0.7326478149100258,0.748303033127445,0.1910383701324463
ivf_rf,0.7686375321336761,0.768637532133676,0.8188968014581051,0.7035455703735352
swf_rf,0.4241645244215938,0.4241645244215938,0.16159496804966414,0.30515623092651367
owf_rf,0.4241645244215938,0.4241645244215938,0.16159496804966414,0.3526737689971924
mrf_rf,0.7866323907455013,0.7866323907455013,0.8315832141279922,2.8518946170806885
xgb,0.7532133676092545,0.7532133676092546,0.7632072828863177,0.16081666946411133
rf,0.7455012853470437,0.7455012853470437,0.7832403655261763,0.23258686065673828
xt,0.6966580976863753,0.6966580976863753,0.7167039352443058,0.1924762725830078
ivf_rf,0.7403598971722365,0.7403598971722365,0.7786790530079024,0.6796331405639648
swf_rf,0.43444730077120824,0.43444730077120824,0.17092334597805056,0.2978551387786865
owf_rf,0.43444730077120824,0.43444730077120824,0.17092334597805056,0.32927489280700684
mrf_rf,0.7429305912596401,0.7429305912596401,0.7870953512607194,2.855950117111206
xgb,0.7660668380462725,0.7660668380462725,0.7804032559168209,0.1883251667022705
rf,0.7455012853470437,0.7455012853470437,0.7863251179773334,0.2491607666015625
xt,0.7069408740359897,0.7069408740359897,0.7321027423956219,0.19643187522888184
ivf_rf,0.7455012853470437,0.7455012853470437,0.7863251179773334,0.6870779991149902
swf_rf,0.39845758354755784,0.39845758354755784,0.15025647164181752,0.3215670585632324
owf_rf,0.39845758354755784,0.39845758354755784,0.15025647164181752,0.3732442855834961
mrf_rf,0.7455012853470437,0.7455012853470437,0.7807842208117,2.7953858375549316
xgb,0.7763496143958869,0.7763496143958869,0.8078799640815358,0.19925665855407715
rf,0.7429305912596401,0.7429305912596401,0.8003803617611512,0.2410573959350586
xt,0.7249357326478149,0.7249357326478149,0.7454029809871754,0.19686675071716309
ivf_rf,0.7403598971722365,0.7403598971722365,0.7987923160271985,0.6904852390289307
swf_rf,0.38817480719794345,0.38817480719794345,0.14459079139930206,0.31786370277404785
owf_rf,0.390745501285347,0.390745501285347,0.14629732490010933,0.339388370513916
mrf_rf,0.7557840616966581,0.7557840616966581,0.8083229091359719,2.798737049102783
xgb,0.7532133676092545,0.7532133676092546,0.7490967023187587,0.1825242042541504
rf,0.7326478149100257,0.7326478149100258,0.7785389122776964,0.24303603172302246
xt,0.7017994858611826,0.7017994858611826,0.7163146598728124,0.20787549018859863
ivf_rf,0.7300771208226221,0.7300771208226221,0.7772027192871392,0.7635674476623535
swf_rf,0.42159383033419023,0.42159383033419023,0.16347117233499184,0.31836938858032227
owf_rf,0.42159383033419023,0.42159383033419023,0.16347117233499184,0.3464336395263672
mrf_rf,0.7480719794344473,0.7480719794344473,0.78621693905076,2.7901415824890137
xgb,0.7403598971722365,0.7403598971722365,0.7708645028659277,0.15490078926086426
rf,0.7197943444730077,0.7197943444730077,0.756767434252477,0.24118852615356445
xt,0.6401028277634961,0.6401028277634961,0.6495039226074811,0.21020007133483887
ivf_rf,0.7146529562982005,0.7146529562982006,0.7538835257326851,0.6739168167114258
swf_rf,0.42159383033419023,0.42159383033419023,0.1642700156985871,0.312255859375
owf_rf,0.42159383033419023,0.42159383033419023,0.1642700156985871,0.3585331439971924
mrf_rf,0.7377892030848329,0.7377892030848329,0.7750147924788242,2.9334988594055176
xgb,0.7352185089974294,0.7352185089974294,0.7206026026642639,0.14548254013061523
rf,0.7352185089974294,0.7352185089974294,0.774456270711858,0.2749059200286865
xt,0.6838046272493573,0.6838046272493573,0.7110518135769289,0.19707274436950684
ivf_rf,0.7352185089974294,0.7352185089974294,0.7728894698722849,0.7149691581726074
swf_rf,0.40102827763496146,0.4010282776349615,0.149705031810295,0.29782867431640625
owf_rf,0.40102827763496146,0.4010282776349615,0.149705031810295,0.32208752632141113
mrf_rf,0.7583547557840618,0.7583547557840619,0.7887882956304512,2.725299596786499
xgb,0.7866323907455013,0.7866323907455013,0.7977318743786205,0.13376283645629883
rf,0.7403598971722365,0.7403598971722365,0.7729993126758384,0.24421072006225586
xt,0.7043701799485861,0.7043701799485861,0.7112938796630293,0.19321942329406738
ivf_rf,0.7403598971722365,0.7403598971722365,0.7729993126758384,0.6622555255889893
swf_rf,0.4138817480719794,0.4138817480719794,0.15784993096877492,0.3117940425872803
owf_rf,0.4138817480719794,0.4138817480719794,0.15784993096877492,0.3552134037017822
mrf_rf,0.7557840616966581,0.7557840616966581,0.791126533221907,2.7764296531677246
xgb,0.7352185089974294,0.7352185089974294,0.7579817412003872,0.14095067977905273
rf,0.7480719794344473,0.7480719794344473,0.7953634537721336,0.2393805980682373
xt,0.7095115681233933,0.7095115681233933,0.7533538353572211,0.19811320304870605
ivf_rf,0.7506426735218509,0.750642673521851,0.7967902006066058,0.7176625728607178
swf_rf,0.42930591259640105,0.42930591259640105,0.16722364424125752,0.3101921081542969
owf_rf,0.42930591259640105,0.42930591259640105,0.16722364424125752,0.34374380111694336
mrf_rf,0.7532133676092545,0.7532133676092546,0.7878846385945284,2.855311155319214
xgb,0.699228791773779,0.699228791773779,0.7193653808346462,0.13337230682373047
rf,0.7146529562982005,0.7146529562982006,0.7479924392757284,0.23723220825195312
xt,0.6683804627249358,0.6683804627249358,0.6842717498385155,0.19912290573120117
ivf_rf,0.712082262210797,0.712082262210797,0.7465080519724199,0.7403879165649414
swf_rf,0.38817480719794345,0.38817480719794345,0.14489206910769145,0.34288763999938965
owf_rf,0.38817480719794345,0.38817480719794345,0.14489206910769145,0.3716599941253662
mrf_rf,0.7275064267352185,0.7275064267352185,0.7691364073373617,2.9407410621643066
xgb,0.7275064267352185,0.7275064267352185,0.7309338084002313,0.1366879940032959
rf,0.7197943444730077,0.7197943444730077,0.7542097700470454,0.2500584125518799
xt,0.6709511568123393,0.6709511568123393,0.6942700120980552,0.20907258987426758
ivf_rf,0.7275064267352185,0.7275064267352185,0.7660388877967306,0.6870913505554199
swf_rf,0.41645244215938304,0.41645244215938304,0.1566931857488758,0.3024721145629883
owf_rf,0.41645244215938304,0.41645244215938304,0.1566931857488758,0.3305180072784424
mrf_rf,0.7377892030848329,0.7377892030848329,0.7803858683451723,2.795630693435669
