method,accuracy,f1_micro,f1_macro,elapsed
owf_rf,0.19463392451114142,0.1946339245111414,0.11251038430225797,0.4809896945953369
mrf_rf,0.9809004092769441,0.9809004092769441,0.9811387955082707,5.2390477657318115
xgb,0.984993178717599,0.984993178717599,0.9850422683407591,0.2887732982635498
rf,0.9827194179172352,0.9827194179172352,0.9828001956407675,0.2989974021911621
xt,0.9758981355161437,0.9758981355161437,0.9760523350696303,0.43871212005615234
ivf_rf,0.9827194179172352,0.9827194179172352,0.9828001956407675,1.3711061477661133
swf_rf,0.197362437471578,0.197362437471578,0.11465803898566229,0.4739563465118408
owf_rf,0.197362437471578,0.197362437471578,0.11465803898566229,0.4780392646789551
mrf_rf,0.9840836743974534,0.9840836743974534,0.9841646601867193,5.290600061416626
xgb,0.9827194179172352,0.9827194179172352,0.9828340241796383,0.7312490940093994
rf,0.9840836743974534,0.9840836743974534,0.9843046099100586,0.3038783073425293
xt,0.9768076398362893,0.9768076398362893,0.9769417108265259,0.4958782196044922
ivf_rf,0.9840836743974534,0.9840836743974534,0.9843046099100586,1.5176715850830078
swf_rf,0.19781718963165076,0.19781718963165076,0.11490980683200362,0.5435943603515625
owf_rf,0.19781718963165076,0.19781718963165076,0.11490980683200362,0.5766315460205078
mrf_rf,0.9836289222373806,0.9836289222373806,0.9838241961506011,5.846110582351685
xgb,0.979081400636653,0.979081400636653,0.9794109826084861,1.4235868453979492
rf,0.9813551614370168,0.9813551614370168,0.9815396716096035,0.3564019203186035
xt,0.967712596634834,0.967712596634834,0.9679847767387759,0.5026102066040039
ivf_rf,0.9813551614370168,0.9813551614370168,0.9815396716096035,1.4735476970672607
swf_rf,0.19781718963165076,0.19781718963165076,0.11368879753507843,0.5283548831939697
owf_rf,0.19781718963165076,0.19781718963165076,0.11368879753507843,0.4982473850250244
mrf_rf,0.9813551614370168,0.9813551614370168,0.9815224898494936,5.773342847824097
xgb,0.9795361527967258,0.9795361527967258,0.9794334763931408,0.33513760566711426
rf,0.9845384265575261,0.9845384265575261,0.9845890626457214,0.3074016571044922
xt,0.9731696225557072,0.9731696225557072,0.9731790754988184,0.4512369632720947
ivf_rf,0.9845384265575261,0.9845384265575261,0.9845890626457214,1.3630092144012451
swf_rf,0.19645293315143247,0.19645293315143247,0.11435795935999468,0.4807891845703125
